Unnamed: 0;DraftId;formula_id;flagFC;flagEF;flagCKB;Amount;ActivityType;Education;Gender;LoanPurpose;MaritalStatus;MonthlyIncome;Post
1225;54bfc98b-5114-47f4-89c4-b18d28047876;54;1;1;0;6000.0;;неполное среднее;1;подарки;0.0;26000.0;
1231;ecad8b03-b06f-462a-ad59-f7c54128d18c;54;1;1;0;4000.0;торговля;среднее специальное;2;ремонт дома или автомобиля;1.0;35000.0;рабочий
1233;9a699e82-2a9c-4392-bbdb-12a6d40751c7;55;1;1;0;6600.0;промышленность;среднее специальное;1;непредвиденные расходы;1.0;55000.0;рабочий
1235;2ebbc583-5566-4205-b191-b60d756b7cc1;55;1;1;0;3000.0;сервис и услуги;среднее специальное;2;непредвиденные расходы;1.0;11000.0;рабочий
1236;6222bc7d-00a9-492f-9447-d752a756cb10;55;1;1;0;5000.0;строительство и недвижимость;среднее специальное;1;другое;3.0;60000.0;рабочий
1238;20f76e72-d487-4d94-a37e-4228a2abe3c3;55;1;1;0;6000.0;;среднее специальное;1;ремонт дома или автомобиля;1.0;25000.0;
1239;c3fa828e-63fe-4f8b-bacb-254652cb5f88;55;1;1;0;6000.0;;среднее специальное;1;ремонт дома или автомобиля;1.0;25000.0;
1241;e5b64faa-5d53-474f-9281-b0c12a5e5010;55;0;1;0;6000.0;;среднее специальное;1;ремонт дома или автомобиля;1.0;25000.0;
1242;431c529a-bea9-443f-ab0a-e22dd1427ed0;55;1;1;0;5000.0;;среднее специальное;1;ремонт дома или автомобиля;1.0;25000.0;
1243;f65fbd18-908b-42ac-84de-2e99bd503d72;55;1;1;0;6000.0;строительство и недвижимость;среднее специальное;1;другое;1.0;65000.0;рабочий
1245;ea30453a-3981-4306-a728-ec4a10a1be58;55;1;1;0;6000.0;сервис и услуги;среднее специальное;2;непредвиденные расходы;4.0;25000.0;рабочий
1246;7609a0ce-a20c-46ab-89c5-c0cf02327510;55;1;1;0;5000.0;сервис и услуги;среднее специальное;2;непредвиденные расходы;4.0;25000.0;рабочий
1253;288da3ba-aeaa-42af-a417-690c4d9452c3;53;1;1;0;6000.0;другое;среднее специальное;2;покупка бытовой техники и электроники;3.0;35000.0;рабочий
1254;95fb24a1-5a13-42b0-a0cd-757160e903f5;55;1;1;0;6000.0;финансы, банки, страхование, консалтинг;среднее специальное;2;ремонт дома или автомобиля;0.0;3500.0;рабочий
1255;bc1e98b8-3ad1-48c5-9256-4a6a82d99b7f;54;1;1;0;6600.0;;высшее;2;ежедневные расходы;2.0;70000.0;
1256;7b1ae9cf-620d-42ef-a925-25bebd1ab7ce;54;1;1;0;6000.0;сервис и услуги;среднее специальное;2;подарки;1.0;30000.0;рабочий
1263;1080b765-3cf9-4250-8925-2c810cd0c128;55;1;1;0;6000.0;промышленность;среднее специальное;1;непредвиденные расходы;1.0;30000.0;рабочий
1264;208bc8d2-5a97-4675-81b4-7bcefc336e79;55;1;1;0;6000.0;промышленность;среднее специальное;1;непредвиденные расходы;1.0;30000.0;рабочий
1282;f3e16782-9cb0-4424-ba93-88370451c728;55;1;1;0;6000.0;наука и образование;среднее специальное;2;непредвиденные расходы;0.0;25000.0;рабочий
1283;1b2742a8-2c5c-4f94-b8e7-14bc5bfdf680;48;0;1;0;6000.0;наука и образование;среднее специальное;2;непредвиденные расходы;0.0;25000.0;рабочий
1288;71682008-dcde-4e70-9874-8d9212569516;54;1;1;0;3000.0;сервис и услуги;среднее специальное;2;ежедневные расходы;0.0;35000.0;служащий / специалист
1290;7fbdc539-074e-4f7b-ad1d-f55fdac60964;54;1;1;0;5000.0;сервис и услуги;среднее специальное;1;медицинские услуги;0.0;47000.0;начальник / руководитель
1297;13a30b8a-3c95-47ab-9505-22187234b3ac;54;1;1;0;6000.0;торговля;среднее специальное;2;ежедневные расходы;1.0;35000.0;служащий / специалист
1308;6fb2c11e-27b8-452e-8590-c504f15771ae;55;1;1;0;6000.0;;среднее специальное;1;медицинские услуги;0.0;55000.0;
1312;462f7574-c032-4fe5-8cc8-9fff50a2e970;55;1;1;0;6000.0;торговля;среднее специальное;1;ежедневные расходы;0.0;30000.0;служащий / специалист
1313;a8602ea2-81ae-469d-9a57-384b8a5309f2;55;1;1;0;6000.0;торговля;среднее специальное;1;ежедневные расходы;0.0;30000.0;служащий / специалист
1317;09f8f0b1-2cbe-4b89-9723-ed0e406852b7;54;1;1;0;4000.0;промышленность;среднее;1;другое;0.0;60000.0;рабочий
1318;9cc9b41c-c6a9-4837-95e0-b46e86b4fc7e;54;1;1;0;6000.0;государственная служба;высшее;2;непредвиденные расходы;1.0;93000.0;служащий / специалист
1321;903cfec1-5b53-4794-901b-090d13fbf315;55;1;1;0;6000.0;промышленность;высшее;1;медицинские услуги;1.0;39000.0;рабочий
1322;0032e9b8-f793-42b0-accc-f2cbcb50fc6e;55;1;1;0;6000.0;промышленность;высшее;1;медицинские услуги;1.0;39000.0;рабочий
1323;5fc9e636-9aa9-4994-8bbc-524b5e966ae8;54;1;1;0;6000.0;торговля;среднее специальное;1;непредвиденные расходы;0.0;33000.0;рабочий
1325;6bf16646-8fe1-4e1f-9c28-5d9eddc6ae8d;55;1;1;0;6000.0;другое;среднее специальное;1;подарки;1.0;30000.0;рабочий
1326;0ba6f8b0-9e10-4145-96e5-369b8a682955;55;1;1;0;6000.0;другое;среднее специальное;1;подарки;1.0;30000.0;рабочий
1327;eab208f4-7511-4415-9504-da229acbbb81;54;1;1;0;3000.0;;среднее специальное;2;медицинские услуги;0.0;12000.0;
1331;92673f6b-1227-472a-8702-5097b5a9e93b;55;1;1;0;5000.0;;среднее специальное;2;непредвиденные расходы;1.0;23000.0;
1336;19b0aa08-e90e-4d80-8bf5-c64165ceb45b;54;1;1;0;6000.0;;среднее;1;непредвиденные расходы;1.0;25000.0;
1337;a1bbd4f4-bd4b-4e87-ad61-11516d35ef8c;59;1;1;0;6000.0;транспорт;среднее;2;непредвиденные расходы;1.0;50000.0;служащий / специалист
1338;9dfc47f8-1290-48d1-854e-66eac8ab0dfa;55;1;1;0;6000.0;транспорт;среднее;2;непредвиденные расходы;1.0;50000.0;служащий / специалист
1339;e9cb0758-edcc-42cd-b2b6-c3b926195642;55;1;1;0;6600.0;транспорт;среднее;2;непредвиденные расходы;1.0;50000.0;служащий / специалист
1342;c11e932c-aabc-406a-995c-f3c5c2983b83;54;1;1;0;4000.0;добывающий сектор;среднее;2;ремонт дома или автомобиля;1.0;35000.0;служащий / специалист
1343;167933d8-08a2-4f07-8bdf-de464cf34e81;55;1;1;0;3000.0;добывающий сектор;среднее;2;ремонт дома или автомобиля;1.0;35000.0;служащий / специалист
1346;cb279488-c46a-4059-a082-c96caf90f3f5;55;1;1;0;6000.0;государственная служба;среднее специальное;1;другое;0.0;27000.0;рабочий
1348;15916085-abfd-477c-b405-ac2820cee83a;54;1;1;0;6000.0;торговля;среднее специальное;1;покупка бытовой техники и электроники;3.0;43000.0;рабочий
1351;3e35a692-2c37-4c9f-ba62-312fb796dbcb;55;1;1;0;6000.0;другое;среднее специальное;1;ремонт дома или автомобиля;1.0;40000.0;рабочий
1356;32ad3a63-d620-4b72-bec2-ddfb9bc71bc7;55;1;1;0;6000.0;культура и искусство;среднее;2;непредвиденные расходы;0.0;25000.0;рабочий
1359;0e834078-5cfc-4ca2-a0de-eed81fbdf6c5;55;1;1;0;6000.0;промышленность;высшее;1;покупка бытовой техники и электроники;0.0;40000.0;служащий / специалист
1361;6d30175a-3dc8-45c2-a8a4-cd83ea298484;54;1;1;0;6000.0;сервис и услуги;высшее;2;медицинские услуги;4.0;35000.0;рабочий
1362;a108cf35-6a6e-459d-8177-00c2e9b5a355;54;1;1;0;6000.0;торговля;среднее специальное;2;покупка бытовой техники и электроники;1.0;40000.0;рабочий
1369;3b1dc6a0-2acb-47e5-925e-3cd7d66a3ced;53;1;1;0;4000.0;сервис и услуги;среднее специальное;1;ремонт дома или автомобиля;0.0;30000.0;служащий / специалист
1370;049b03f0-bd2f-4db7-8dca-755a8172da9b;55;1;1;0;6600.0;торговля;среднее специальное;1;медицинские услуги;0.0;46000.0;начальник / руководитель
1373;0b1c036d-a334-4965-bc0f-648275a4816b;53;1;0;0;6000.0;другое;среднее специальное;1;непредвиденные расходы;0.0;50000.0;служащий / специалист
1376;4e3af42c-b618-4d5c-8592-7b79451f4675;55;1;1;0;6600.0;промышленность;высшее;1;непредвиденные расходы;0.0;40000.0;начальник / руководитель
1377;fd5b9a12-7dc9-4c07-b9be-6ca5577ece94;54;1;1;0;3000.0;промышленность;среднее;2;ежедневные расходы;1.0;35000.0;рабочий
1378;45fbdef3-d0ef-40b5-b88a-f602bd704ebc;53;1;1;0;5000.0;армия;среднее специальное;1;ремонт дома или автомобиля;4.0;39000.0;рядовой
1379;bbc54e6b-7c9e-4bf0-84d3-b227b9aaa6b5;53;1;1;0;6000.0;армия;среднее специальное;1;ремонт дома или автомобиля;4.0;39000.0;рядовой
1386;05a1a9ea-4894-4935-86c8-8481c90896f6;55;1;1;0;6600.0;промышленность;неполное высшее;1;образование;0.0;45000.0;служащий / специалист
1389;e36242af-34ab-4abb-82f3-a5c08c29aa83;54;1;1;0;6000.0;медицина;среднее специальное;2;непредвиденные расходы;1.0;32000.0;медсестра/медбрат
1391;2d8346b4-1fec-4a34-b72d-a3e85a6ca99f;55;1;1;0;6000.0;строительство и недвижимость;высшее;2;непредвиденные расходы;1.0;50000.0;начальник / руководитель
1396;3449eab3-40e9-4a1c-a501-414ed3afcde1;54;1;1;0;5000.0;сервис и услуги;среднее;2;медицинские услуги;0.0;39000.0;служащий / специалист
1397;651e1019-de61-4d0e-a408-fdb8f8663d28;55;1;1;0;6600.0;сервис и услуги;среднее специальное;2;покупка бытовой техники и электроники;1.0;50000.0;служащий / специалист
1402;edda6fca-2f50-4836-bc97-bbc94e9ebf22;55;1;1;0;6000.0;промышленность;среднее специальное;1;непредвиденные расходы;1.0;63000.0;служащий / специалист
1404;36ae4aad-b733-46f1-9aec-a28351053270;55;1;1;0;3000.0;промышленность;среднее;1;ежедневные расходы;1.0;60000.0;рабочий
1405;63624d20-3167-4fe2-86de-92c1e826a66e;55;1;1;0;6000.0;сервис и услуги;неполное высшее;1;медицинские услуги;0.0;25000.0;служащий / специалист
1407;089914ee-3aa9-4e48-bdb8-75cbac400a02;55;1;1;0;5000.0;торговля;среднее;2;ежедневные расходы;0.0;40000.0;служащий / специалист
1409;e85e81ef-08e3-43e1-94c7-6e633cde8ba2;54;1;1;0;6000.0;другое;высшее;2;медицинские услуги;0.0;45000.0;служащий / специалист
1410;bb06ee17-2fd0-42ae-a247-9ca2b35109e1;48;0;1;0;6000.0;транспорт;среднее специальное;1;непредвиденные расходы;3.0;45000.0;служащий / специалист
1411;8b7fd7d8-006e-4bc1-9df4-37de6494dab9;55;1;1;0;6000.0;финансы, банки, страхование, консалтинг;высшее;2;ремонт дома или автомобиля;0.0;130000.0;служащий / специалист
1413;06cce53c-1f2c-4ffe-8c41-d4632010e73e;55;1;1;0;6000.0;торговля;высшее;1;непредвиденные расходы;3.0;100000.0;служащий / специалист
1417;3c68775f-ab99-4ed1-a47d-2c19d988f9ea;54;1;1;0;6000.0;промышленность;среднее специальное;1;ремонт дома или автомобиля;1.0;60000.0;рабочий
1421;1f05743a-ace5-4bdf-901e-8db5be2b3893;55;1;1;0;6000.0;государственная служба;среднее;1;ремонт дома или автомобиля;1.0;28787.0;служащий / специалист
1423;1607b9f1-8051-4e9c-9a87-e3df484af66c;48;0;1;0;6000.0;армия;неполное среднее;1;непредвиденные расходы;0.0;42000.0;офицер
1424;3223fa66-11b0-435d-b511-91b7d57bfe9e;55;1;1;0;6000.0;торговля;высшее;2;медицинские услуги;1.0;35000.0;служащий / специалист
1428;149a01b0-b5ba-40e1-a335-74140d82c8fc;55;1;1;0;5600.0;добывающий сектор;высшее;2;покупка бытовой техники и электроники;1.0;35000.0;рабочий
1432;13038b64-4d86-488a-a4b0-84003815b960;55;1;1;0;4000.0;транспорт;среднее специальное;1;медицинские услуги;0.0;60000.0;рабочий
1433;025289f3-71a6-429b-a555-0337dbc3ec24;54;1;1;0;6000.0;охранная деятельность;среднее;1;непредвиденные расходы;3.0;40000.0;служащий / специалист
1437;4d9dadec-c032-409b-9b95-1914377ff4ce;48;0;1;0;6000.0;другое;среднее;2;другое;3.0;35000.0;рабочий
1438;f0c4e367-59c7-40ca-b5e1-c41a548ac6a7;53;1;1;0;6000.0;торговля;среднее;1;непредвиденные расходы;0.0;50000.0;служащий / специалист
1440;65491725-62df-4583-9efc-20ad55a922f2;55;1;1;0;6000.0;транспорт;среднее специальное;1;ремонт дома или автомобиля;1.0;32000.0;водитель
1441;676f92e4-8d92-42d4-9c80-9cf5c79c9117;55;1;1;0;5600.0;транспорт;среднее специальное;1;ремонт дома или автомобиля;1.0;32000.0;водитель
1442;4f92c57a-4bb9-4914-8f14-f3aec0bdab1f;55;1;1;0;5500.0;торговля;среднее специальное;2;образование;1.0;32000.0;служащий / специалист
1444;9af2a531-bd55-481e-9461-e23805a8f092;55;1;1;0;6000.0;государственная служба;высшее;2;непредвиденные расходы;0.0;29000.0;служащий / специалист
1450;f75b5a90-ce28-44b3-bf47-c3dba89b687d;55;1;1;0;5000.0;сервис и услуги;высшее;2;непредвиденные расходы;3.0;51009.0;служащий / специалист
1451;9ffdedb6-69b1-4e43-b56d-a0aca602b432;55;1;1;0;3000.0;сервис и услуги;высшее;2;непредвиденные расходы;3.0;51009.0;служащий / специалист
1452;1c8e227d-8ceb-4c92-804f-a192c2974a1c;55;1;1;0;6000.0;сервис и услуги;неполное высшее;1;образование;0.0;50000.0;начальник / руководитель
1457;7c9192b1-00f8-4653-8bc8-05505aa01824;54;1;1;0;6000.0;торговля;среднее специальное;2;другое;1.0;95000.0;служащий / специалист
1466;839ff423-3ae8-4207-b08b-576cc8af29a6;55;1;1;0;6000.0;другое;неполное среднее;1;медицинские услуги;0.0;56000.0;служащий / специалист
1475;fcb2d57f-4ded-48db-a2f8-44ba8bb810da;55;1;1;0;4000.0;промышленность;неполное высшее;1;путешествия, отдых;3.0;40000.0;рабочий
1476;92276cbc-415e-45ef-9150-880b30adbff5;55;1;1;0;4000.0;промышленность;неполное высшее;1;путешествия, отдых;3.0;40000.0;рабочий
1477;2bdee746-7048-4ccd-a064-95ac282287b9;55;1;1;0;6000.0;промышленность;неполное высшее;1;путешествия, отдых;3.0;40000.0;рабочий
1478;21553406-a799-4c12-ad2a-feae33be8f7f;55;1;1;0;4000.0;промышленность;неполное высшее;1;путешествия, отдых;3.0;40000.0;рабочий
1482;36c19366-9365-493f-95b5-4605b10e953e;55;1;1;0;6000.0;промышленность;неполное высшее;1;путешествия, отдых;3.0;40000.0;рабочий
1483;3353edc9-1f3b-4e9d-b903-1ae8ebebb385;55;1;1;0;4000.0;другое;неполное высшее;2;другое;2.0;18000.0;рабочий
1485;98498167-a453-4555-9ce1-9dc354eada12;54;1;1;0;6000.0;культура и искусство;среднее;2;медицинские услуги;1.0;20000.0;рабочий
1486;504d2fca-55f3-4166-a90b-3c7026492e0c;55;1;1;0;6000.0;транспорт;высшее;1;ремонт дома или автомобиля;0.0;50000.0;водитель
1487;9344b3dc-dff2-4a61-8fa8-753ba0755945;55;1;1;0;6000.0;транспорт;высшее;1;ремонт дома или автомобиля;0.0;50000.0;водитель
1490;ce467488-ef11-47d3-969e-ea1b4f2a99c1;55;1;1;0;6000.0;армия;высшее;1;непредвиденные расходы;0.0;45000.0;другое
1492;afaedf3b-c2dc-4834-8932-581762fc493b;54;1;1;0;5000.0;государственная служба;среднее специальное;2;другое;3.0;25000.0;служащий / специалист
1493;fc09450a-b4f3-41a0-9c94-769402290d3f;54;1;1;0;6000.0;наука и образование;среднее;2;ежедневные расходы;3.0;68000.0;служащий / специалист
1494;e73d4434-ab13-47ca-9113-62ab2284f7dd;55;1;1;0;6000.0;торговля;среднее специальное;2;непредвиденные расходы;3.0;15000.0;рабочий
1497;99439317-d60e-4876-9865-b258a1876bb0;54;1;1;0;6500.0;сервис и услуги;высшее;2;непредвиденные расходы;0.0;50000.0;служащий / специалист
1498;9dc14cc8-5bfe-4098-a9bb-9e4ed34dfb53;55;1;1;0;6000.0;;среднее специальное;1;непредвиденные расходы;0.0;18000.0;
1499;e2cca84d-b44d-41bf-a563-32609644bced;54;1;1;0;3000.0;;среднее специальное;1;непредвиденные расходы;0.0;18000.0;
1511;ce44269b-da00-4457-898f-17c9c3de67f2;54;1;1;0;4600.0;добывающий сектор;среднее;1;подарки;0.0;75000.0;рабочий
1520;890858ca-1cde-4036-944e-db6349a7195d;48;0;1;0;6000.0;промышленность;среднее;2;непредвиденные расходы;0.0;40000.0;рабочий
1522;1eb4f004-ed00-4c90-84a9-0479fac439d7;54;1;1;0;6000.0;государственная служба;высшее;1;ежедневные расходы;1.0;50000.0;служащий / специалист
1524;9e845850-6228-45f4-a6b3-365c94626765;55;1;1;0;3000.0;промышленность;среднее специальное;1;ежедневные расходы;3.0;35000.0;рабочий
1528;880fd1f6-4f12-4bf1-bd7d-55fe8d6753fb;55;1;1;0;4000.0;строительство и недвижимость;неполное высшее;1;медицинские услуги;0.0;28000.0;рабочий
1529;6ef85f0d-1190-4c89-bb26-6e7f1aabcd07;55;1;1;0;4000.0;строительство и недвижимость;неполное высшее;1;медицинские услуги;0.0;28000.0;рабочий
1530;3a4e20d1-5e3d-4585-adb6-cc65632b98d4;55;1;1;0;3000.0;строительство и недвижимость;неполное высшее;1;медицинские услуги;0.0;28000.0;рабочий
1533;f802d31a-b480-4f71-9855-5cf9d6bb8e1c;54;1;1;0;6000.0;торговля;высшее;1;непредвиденные расходы;3.0;50000.0;служащий / специалист
1534;1681a040-59a6-46b8-b046-90c8155b1407;54;1;1;0;6000.0;;среднее;2;другое;2.0;20000.0;
1535;3c0de203-dd7e-4c84-a391-2e55bcd21097;55;0;1;0;6600.0;;среднее;2;другое;2.0;20000.0;
1540;ac3f5b4f-2b4d-443e-bbce-5a682f37ed70;54;1;1;0;6000.0;другое;среднее специальное;1;непредвиденные расходы;1.0;40000.0;рабочий
1542;f2376d49-8329-4d02-b3c2-6a8bb4a17ef0;55;1;1;0;6000.0;промышленность;высшее;1;покупка бытовой техники и электроники;0.0;110000.0;начальник / руководитель
1547;2254100e-6393-4ed4-ae81-92760aa679cf;55;1;1;0;4000.0;государственная служба;среднее;1;непредвиденные расходы;0.0;30000.0;рабочий
1553;8f42357d-1492-41b5-be5b-ea9b6a065039;55;1;1;0;5000.0;торговля;среднее специальное;2;другое;0.0;22000.0;служащий / специалист
1559;b6fb19eb-a2de-4f3a-bd8f-ee92854e9fee;54;1;1;0;6000.0;финансы, банки, страхование, консалтинг;неполное высшее;1;непредвиденные расходы;0.0;90000.0;служащий / специалист
1560;beb46c43-aa15-43c2-a681-0322b5c34a51;55;1;1;0;4000.0;сервис и услуги;высшее;2;бизнес;1.0;35000.0;рабочий
1561;d7344747-f065-4990-b406-87c6077ddd56;55;1;1;0;3000.0;торговля;среднее;1;путешествия, отдых;0.0;70000.0;рабочий
1562;74876480-ca30-40f0-8a5a-2d91b90226a6;55;1;1;0;6000.0;торговля;среднее;1;путешествия, отдых;0.0;70000.0;рабочий
1564;c0bfc533-2514-4e3a-abcd-a58a553493e1;55;1;1;0;5000.0;торговля;среднее специальное;2;покупка бытовой техники и электроники;1.0;22000.0;служащий / специалист
1565;c3725882-a7f6-4c4c-9156-4ce8b091a657;54;1;1;0;6000.0;;среднее;2;ремонт дома или автомобиля;0.0;30000.0;
1566;dab2468a-8803-4f49-a32e-99e27481ec52;55;1;1;0;6000.0;;среднее;2;ремонт дома или автомобиля;0.0;30000.0;
1570;6e91eae1-a91c-42f2-808f-b5ee6dfcc2c9;55;1;1;0;5000.0;информационные технологии/телекоммуникации;высшее;1;ежедневные расходы;0.0;48000.0;служащий / специалист
1571;64124d80-67d3-4e2f-9b41-b1cab8891158;55;1;1;0;6000.0;информационные технологии/телекоммуникации;высшее;1;ежедневные расходы;0.0;48000.0;служащий / специалист
1573;eb6cbc31-853a-4edb-8b82-147c7b1280eb;55;1;1;0;4000.0;другое;среднее специальное;1;непредвиденные расходы;0.0;40000.0;начальник / руководитель
1574;0e315212-c4aa-451f-a63f-bbe96d9a21c7;55;1;1;0;3000.0;другое;среднее специальное;1;непредвиденные расходы;0.0;40000.0;начальник / руководитель
1581;f9bc6665-119f-488b-96d2-c3741f591e6a;48;0;1;0;6000.0;охранная деятельность;высшее;1;медицинские услуги;0.0;45000.0;служащий / специалист
1584;adfa0b87-08f4-4725-be23-886bbda3fdf1;55;1;1;0;3000.0;промышленность;высшее;1;подарки;0.0;43000.0;начальник / руководитель
1585;dc290760-97e0-4e40-a2fc-6141d064e35d;55;1;1;0;6000.0;промышленность;высшее;1;подарки;0.0;43000.0;начальник / руководитель
1586;e23be98a-7f2a-43f0-8afe-bdc50123af9d;55;1;1;0;6000.0;промышленность;высшее;1;подарки;0.0;43000.0;начальник / руководитель
1587;9bbcd65e-abae-4b4c-9607-aba06f16b0ca;55;1;1;0;6000.0;промышленность;высшее;1;подарки;0.0;43000.0;начальник / руководитель
1588;b1731342-351d-4501-b201-071ac3f25e66;55;1;1;0;6000.0;торговля;среднее специальное;2;ежедневные расходы;0.0;27000.0;рабочий
1591;91a05461-e6a6-42b3-9b24-d676627eb9d2;55;1;1;0;6000.0;торговля;среднее специальное;2;ежедневные расходы;0.0;27000.0;рабочий
1593;f30988f1-904d-4ad6-a2d7-aaf7e2fb37f6;55;1;1;0;6000.0;торговля;среднее специальное;2;ежедневные расходы;0.0;27000.0;рабочий
1596;c9b346b6-a07d-4eee-9605-f0046e9ff528;55;1;1;0;6600.0;промышленность;неполное высшее;1;непредвиденные расходы;0.0;90000.0;рабочий
1597;8fc6d010-8e28-4bf9-a3fe-2485306b9294;55;1;1;0;6000.0;промышленность;неполное высшее;1;непредвиденные расходы;0.0;90000.0;рабочий
1598;02acdf29-bb6a-4dea-81a6-6b466a482aef;54;1;1;0;6600.0;;среднее специальное;2;путешествия, отдых;2.0;30000.0;
1601;d0726e70-f122-4f86-882c-66a9efa68b28;54;1;1;0;6000.0;промышленность;среднее;1;непредвиденные расходы;1.0;38000.0;рабочий
1604;bcdb0b07-f82a-4900-9569-f5233cbcdf12;54;1;1;0;4000.0;торговля;среднее специальное;2;непредвиденные расходы;0.0;35000.0;рабочий
1605;aace0e06-72e5-4fe2-a4f9-b83e4ede9e73;55;1;1;0;5600.0;торговля;среднее специальное;2;непредвиденные расходы;0.0;35000.0;рабочий
1612;2c159ee7-0c39-4bd8-aeab-9b1c99ba168e;55;1;1;0;6000.0;промышленность;среднее специальное;1;ремонт дома или автомобиля;1.0;45000.0;рабочий
1613;c2f4ffe2-c2da-460f-8bf6-3effaee6f39f;55;1;1;0;5000.0;промышленность;среднее;2;покупка бытовой техники и электроники;4.0;40000.0;служащий / специалист
1614;78c810fb-729c-473a-b403-4674c6aa5240;55;1;1;0;6000.0;промышленность;среднее;2;покупка бытовой техники и электроники;4.0;40000.0;служащий / специалист
1616;32054d2f-5aef-40bf-a775-1be5a689b653;55;1;1;0;5000.0;промышленность;среднее;2;покупка бытовой техники и электроники;4.0;40000.0;служащий / специалист
1617;0f3979f4-4b38-49fe-9659-93c1672f8746;55;1;1;0;6000.0;промышленность;среднее;2;покупка бытовой техники и электроники;4.0;40000.0;служащий / специалист
1618;154ab496-60b3-42a9-bcf9-bab5624c1839;55;1;1;0;5000.0;промышленность;среднее;2;покупка бытовой техники и электроники;4.0;40000.0;служащий / специалист
1619;0e977b11-9a69-453e-bf5e-dc21e0d81bbf;55;1;1;0;5000.0;промышленность;среднее;2;покупка бытовой техники и электроники;4.0;40000.0;служащий / специалист
1622;421f5f74-be3f-4765-8ace-6398330832d4;55;1;1;0;4000.0;промышленность;среднее;2;покупка бытовой техники и электроники;4.0;40000.0;служащий / специалист
1623;6f74e047-1b7a-4cc4-9e96-929adfa904a9;55;1;1;0;3000.0;промышленность;среднее;2;покупка бытовой техники и электроники;4.0;40000.0;служащий / специалист
1631;e9623743-b496-4c3f-948e-aa88c1d8181f;55;1;1;0;6000.0;другое;высшее;2;медицинские услуги;4.0;45000.0;служащий / специалист
1633;11833c5e-ee5e-4e18-b995-922e7ddb8856;54;1;1;0;6600.0;другое;неполное высшее;2;другое;1.0;35000.0;служащий / специалист
1639;a9337685-56cf-4ac6-8350-2a0e10fed4bd;54;1;1;0;6000.0;торговля;среднее;1;непредвиденные расходы;0.0;25100.0;рабочий
1640;76b098bf-9d11-416b-86b1-81c91d0829ea;55;1;1;0;4000.0;торговля;среднее;1;непредвиденные расходы;0.0;25100.0;рабочий
1641;29704bc5-5a56-4224-b65b-adc9748d4e63;48;0;1;0;6000.0;другое;неполное высшее;1;бизнес;0.0;80000.0;руководитель компании
1652;fb62310e-2093-446b-bdb5-0e2be4b3a8a4;54;1;1;0;6500.0;другое;среднее;2;непредвиденные расходы;0.0;28000.0;рабочий
1653;3780166e-9da5-4b87-8141-8f4365dfb99d;54;1;1;0;3000.0;медицина;среднее специальное;2;подарки;1.0;22000.0;другое
1658;1b35a69d-ebbb-47f0-b815-ec89b747db6e;54;1;1;0;6600.0;транспорт;среднее специальное;1;ремонт дома или автомобиля;0.0;80000.0;начальник / руководитель
1660;d11379bd-51fd-495a-b03a-1b2113b41c6d;55;1;1;0;6000.0;другое;среднее;2;непредвиденные расходы;1.0;60000.0;рабочий
1662;9d830392-c1a1-4c63-a261-179cdec804a3;48;0;1;0;6000.0;государственная служба;высшее;2;медицинские услуги;1.0;32000.0;служащий / специалист
1667;cc4627a8-d42a-4e09-868f-0c1145faf4e8;54;1;1;0;5000.0;торговля;среднее специальное;2;другое;0.0;70000.0;рабочий
1668;c2fe2fee-bf16-4377-974d-2c6aa9c2ed34;53;1;1;0;3000.0;строительство и недвижимость;высшее;1;медицинские услуги;3.0;32000.0;служащий / специалист
1671;30115a9f-67f4-48ac-a1df-8857a348e88a;55;1;1;0;3000.0;торговля;среднее специальное;2;подарки;0.0;22000.0;рабочий
1680;fee22c83-7b77-498a-af3a-d9fb92b487bd;55;1;1;0;6000.0;сервис и услуги;среднее специальное;2;ремонт дома или автомобиля;0.0;35000.0;служащий / специалист
1681;7bdca8a8-15a7-4438-a8ca-1262c1b48392;55;1;1;0;6000.0;сервис и услуги;среднее специальное;2;ремонт дома или автомобиля;0.0;35000.0;служащий / специалист
1682;f03ab9c0-0c81-4a02-868e-5d6614ccea9b;55;1;1;0;6000.0;сервис и услуги;среднее специальное;2;ремонт дома или автомобиля;0.0;35000.0;служащий / специалист
1685;719c0bee-f5ff-4d34-83a3-91e2e4d85231;55;1;1;0;6000.0;ТЭК;среднее специальное;1;другое;4.0;23000.0;рабочий
1686;159fe11d-f797-4aa5-9f5c-8ef0309c7ee6;54;1;1;0;6600.0;промышленность;среднее специальное;2;непредвиденные расходы;4.0;30000.0;служащий / специалист
1690;aad31af7-4c83-4b71-94ca-3980eb069fa2;55;1;1;0;6000.0;наука и образование;среднее специальное;2;медицинские услуги;3.0;30000.0;служащий / специалист
1691;abdfbd2f-db57-4390-a543-3615252d1ae7;54;1;1;0;6000.0;информационные технологии/телекоммуникации;высшее;1;покупка бытовой техники и электроники;1.0;380000.0;начальник / руководитель
1696;f282712b-c6d5-447d-a629-3f0875ae1506;55;1;1;0;4000.0;;среднее специальное;2;непредвиденные расходы;4.0;45000.0;
1697;48f348a9-f2de-44a0-b561-2033fd1d3c0b;54;1;1;0;5000.0;промышленность;высшее;1;непредвиденные расходы;1.0;35000.0;рабочий
1707;2cd70d47-d186-473f-9d03-f042704e0f93;54;1;1;0;6000.0;сервис и услуги;высшее;1;непредвиденные расходы;1.0;45000.0;начальник / руководитель
